| table_schema | table_name                      | column_name                   | data_type                   | is_nullable | column_default                                             |
| public       | qa_logs                         | id                            | bigint                      | NO          | nextval('qa_logs_id_seq'::regclass)                        |
| public       | qa_logs                         | frame_id                      | character varying           | NO          | null                                                       |
| public       | qa_logs                         | part_id                       | character varying           | NO          | null                                                       |
| public       | qa_logs                         | image_id                      | character varying           | YES         | null                                                       |
| public       | qa_logs                         | timestamp                     | timestamp with time zone    | YES         | now()                                                      |
| public       | qa_logs                         | ssim_score                    | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | snr_db                        | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | sharpness                     | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | noise_level                   | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | contrast                      | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | brightness                    | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | color_saturation              | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | reprojection_error_rms_px     | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | depth_score                   | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | occlusion_ratio               | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | phash                         | character varying           | YES         | null                                                       |
| public       | qa_logs                         | is_duplicate                  | boolean                     | YES         | false                                                      |
| public       | qa_logs                         | duplicate_of                  | character varying           | YES         | null                                                       |
| public       | qa_logs                         | quality_valid                 | boolean                     | YES         | null                                                       |
| public       | qa_logs                         | quality_issues                | jsonb                       | YES         | null                                                       |
| public       | qa_logs                         | qa_status                     | character varying           | YES         | null                                                       |
| public       | qa_logs                         | image_path                    | text                        | YES         | null                                                       |
| public       | qa_logs                         | metadata_path                 | text                        | YES         | null                                                       |
| public       | qa_logs                         | processing_time_ms            | integer                     | YES         | null                                                       |
| public       | qa_logs                         | worker_version                | character varying           | YES         | null                                                       |
| public       | qa_logs                         | ssim                          | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | snr                           | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | element_id                    | character varying           | YES         | null                                                       |
| public       | qa_logs                         | status                        | character varying           | YES         | null                                                       |
| public       | qa_logs                         | reprojection_error            | numeric                     | YES         | null                                                       |
| public       | qa_logs                         | processing_time               | integer                     | YES         | null                                                       |
| public       | qa_logs_stats                   | date                          | timestamp with time zone    | YES         | null                                                       |
| public       | qa_logs_stats                   | total_logs                    | bigint                      | YES         | null                                                       |
| public       | qa_logs_stats                   | passed_logs                   | bigint                      | YES         | null                                                       |
| public       | qa_logs_stats                   | failed_logs                   | bigint                      | YES         | null                                                       |
| public       | qa_logs_stats                   | pass_count                    | bigint                      | YES         | null                                                       |
| public       | qa_logs_stats                   | fail_count                    | bigint                      | YES         | null                                                       |
| public       | qa_logs_stats                   | warning_count                 | bigint                      | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_ssim                      | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_snr                       | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_sharpness                 | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_noise                     | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_contrast                  | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_brightness                | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_reprojection_error        | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_depth_score               | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_occlusion_ratio           | numeric                     | YES         | null                                                       |
| public       | qa_logs_stats                   | duplicate_count               | bigint                      | YES         | null                                                       |
| public       | qa_logs_stats                   | avg_processing_time           | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | part_id                       | character varying           | YES         | null                                                       |
| public       | qa_quality_trends               | total_checks                  | bigint                      | YES         | null                                                       |
| public       | qa_quality_trends               | avg_ssim                      | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | min_ssim                      | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | max_ssim                      | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | avg_snr                       | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | avg_sharpness                 | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | avg_noise                     | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | pass_count                    | bigint                      | YES         | null                                                       |
| public       | qa_quality_trends               | fail_count                    | bigint                      | YES         | null                                                       |
| public       | qa_quality_trends               | pass_rate_percent             | numeric                     | YES         | null                                                       |
| public       | qa_quality_trends               | last_check                    | timestamp with time zone    | YES         | null                                                       |
| public       | quality_healing_rate            | part_id                       | character varying           | YES         | null                                                       |
| public       | quality_healing_rate            | element_id                    | character varying           | YES         | null                                                       |
| public       | quality_healing_rate            | total_attempts                | bigint                      | YES         | null                                                       |
| public       | quality_healing_rate            | successful_attempts           | bigint                      | YES         | null                                                       |
| public       | quality_healing_rate            | failed_attempts               | bigint                      | YES         | null                                                       |
| public       | quality_healing_rate            | healing_rate_percent          | numeric                     | YES         | null                                                       |
| public       | quality_healing_rate            | first_attempt                 | timestamp with time zone    | YES         | null                                                       |
| public       | quality_healing_rate            | last_attempt                  | timestamp with time zone    | YES         | null                                                       |
| public       | quality_healing_rate            | avg_ssim                      | numeric                     | YES         | null                                                       |
| public       | quality_healing_rate            | avg_snr                       | numeric                     | YES         | null                                                       |
| public       | quality_healing_rate            | avg_sharpness                 | numeric                     | YES         | null                                                       |
| public       | quality_healing_rate            | avg_reprojection_error        | numeric                     | YES         | null                                                       |
| public       | quality_healing_trends          | date                          | timestamp with time zone    | YES         | null                                                       |
| public       | quality_healing_trends          | total_attempts                | bigint                      | YES         | null                                                       |
| public       | quality_healing_trends          | successful_attempts           | bigint                      | YES         | null                                                       |
| public       | quality_healing_trends          | failed_attempts               | bigint                      | YES         | null                                                       |
| public       | quality_healing_trends          | daily_healing_rate            | numeric                     | YES         | null                                                       |
| public       | quality_healing_trends          | avg_ssim                      | numeric                     | YES         | null                                                       |
| public       | quality_healing_trends          | avg_snr                       | numeric                     | YES         | null                                                       |
| public       | quality_healing_trends          | avg_sharpness                 | numeric                     | YES         | null                                                       |
| public       | quality_healing_trends          | avg_reprojection_error        | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | id                            | integer                     | NO          | nextval('quality_logs_id_seq'::regclass)                   |
| public       | quality_logs                    | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | quality_logs                    | ssim_score                    | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | psnr_score                    | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | mse_score                     | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | image_quality_rating          | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | noise_level                   | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | sharpness_score               | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | color_accuracy                | numeric                     | YES         | null                                                       |
| public       | quality_logs                    | test_image_id                 | character varying           | YES         | null                                                       |
| public       | quality_logs                    | validation_status             | character varying           | YES         | null                                                       |
| public       | quality_logs                    | notes                         | text                        | YES         | null                                                       |
| public       | quality_threshold_changes       | id                            | integer                     | NO          | nextval('quality_threshold_changes_id_seq'::regclass)      |
| public       | quality_threshold_changes       | threshold_name                | text                        | NO          | null                                                       |
| public       | quality_threshold_changes       | old_value                     | double precision            | YES         | null                                                       |
| public       | quality_threshold_changes       | new_value                     | double precision            | YES         | null                                                       |
| public       | quality_threshold_changes       | changed_by                    | text                        | YES         | null                                                       |
| public       | quality_threshold_changes       | change_reason                 | text                        | YES         | null                                                       |
| public       | quality_threshold_changes       | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | quality_thresholds              | id                            | integer                     | NO          | nextval('quality_thresholds_id_seq'::regclass)             |
| public       | quality_thresholds              | threshold_name                | text                        | NO          | null                                                       |
| public       | quality_thresholds              | threshold_value               | double precision            | NO          | null                                                       |
| public       | quality_thresholds              | description                   | text                        | YES         | null                                                       |
| public       | quality_thresholds              | is_active                     | boolean                     | YES         | true                                                       |
| public       | quality_thresholds              | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | quality_thresholds              | updated_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | recognition_results             | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | recognition_results             | session_id                    | character varying           | NO          | null                                                       |
| public       | recognition_results             | is_correct                    | boolean                     | YES         | false                                                      |
| public       | recognition_results             | total_attempts                | integer                     | YES         | 1                                                          |
| public       | recognition_results             | is_held                       | boolean                     | YES         | false                                                      |
| public       | recognition_results             | entered_stage2                | boolean                     | YES         | false                                                      |
| public       | recognition_results             | confidence_score              | numeric                     | YES         | null                                                       |
| public       | recognition_results             | processing_time_ms            | integer                     | YES         | 0                                                          |
| public       | recognition_results             | model_version                 | character varying           | YES         | null                                                       |
| public       | recognition_results             | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | rendering_logs                  | id                            | integer                     | NO          | nextval('rendering_logs_id_seq'::regclass)                 |
| public       | rendering_logs                  | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | rendering_logs                  | rendering_speed               | numeric                     | YES         | null                                                       |
| public       | rendering_logs                  | image_count                   | integer                     | YES         | null                                                       |
| public       | rendering_logs                  | total_size_mb                 | numeric                     | YES         | null                                                       |
| public       | rendering_logs                  | avg_processing_time           | numeric                     | YES         | null                                                       |
| public       | rendering_logs                  | success_rate                  | numeric                     | YES         | null                                                       |
| public       | rendering_logs                  | error_count                   | integer                     | YES         | null                                                       |
| public       | rendering_logs                  | render_quality                | numeric                     | YES         | null                                                       |
| public       | rendering_logs                  | gpu_memory_usage              | numeric                     | YES         | null                                                       |
| public       | rendering_logs                  | cpu_usage                     | numeric                     | YES         | null                                                       |
| public       | rendering_logs                  | notes                         | text                        | YES         | null                                                       |
| public       | set_images                      | id                            | bigint                      | NO          | nextval('set_images_id_seq'::regclass)                     |
| public       | set_images                      | set_num                       | character varying           | NO          | null                                                       |
| public       | set_images                      | original_url                  | text                        | YES         | null                                                       |
| public       | set_images                      | supabase_url                  | text                        | YES         | null                                                       |
| public       | set_images                      | file_path                     | text                        | YES         | null                                                       |
| public       | set_images                      | file_name                     | text                        | YES         | null                                                       |
| public       | set_images                      | set_id                        | uuid                        | YES         | null                                                       |
| public       | set_images                      | created_at                    | timestamp with time zone    | NO          | now()                                                      |
| public       | set_images                      | updated_at                    | timestamp with time zone    | NO          | now()                                                      |
| public       | set_parts                       | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | set_parts                       | set_id                        | uuid                        | YES         | null                                                       |
| public       | set_parts                       | part_id                       | character varying           | YES         | null                                                       |
| public       | set_parts                       | color_id                      | integer                     | YES         | null                                                       |
| public       | set_parts                       | inv_part_id                   | bigint                      | YES         | null                                                       |
| public       | set_parts                       | quantity                      | integer                     | NO          | 1                                                          |
| public       | set_parts                       | num_sets                      | integer                     | YES         | 1                                                          |
| public       | set_parts                       | is_spare                      | boolean                     | YES         | false                                                      |
| public       | set_parts                       | element_id                    | character varying           | YES         | null                                                       |
| public       | set_parts                       | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | set_training_status             | id                            | integer                     | NO          | nextval('set_training_status_id_seq'::regclass)            |
| public       | set_training_status             | set_num                       | character varying           | NO          | null                                                       |
| public       | set_training_status             | status                        | character varying           | NO          | 'pending'::character varying                               |
| public       | set_training_status             | trained_model_id              | integer                     | YES         | null                                                       |
| public       | set_training_status             | trained_at                    | timestamp with time zone    | YES         | null                                                       |
| public       | set_training_status             | last_rendered_at              | timestamp with time zone    | YES         | null                                                       |
| public       | set_training_status             | total_parts_in_set            | integer                     | YES         | null                                                       |
| public       | set_training_status             | unique_parts_trained          | integer                     | YES         | 0                                                          |
| public       | set_training_status             | is_available_for_inspection   | boolean                     | YES         | false                                                      |
| public       | set_training_status             | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | set_training_status             | updated_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | store_activities                | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_activities                | store_id                      | text                        | NO          | null                                                       |
| public       | store_activities                | activity_type                 | text                        | NO          | null                                                       |
| public       | store_activities                | description                   | text                        | YES         | null                                                       |
| public       | store_activities                | count                         | integer                     | YES         | 1                                                          |
| public       | store_activities                | metadata                      | jsonb                       | YES         | null                                                       |
| public       | store_activities                | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | store_alerts                    | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_alerts                    | store_id                      | character varying           | YES         | null                                                       |
| public       | store_alerts                    | alert_type                    | character varying           | NO          | null                                                       |
| public       | store_alerts                    | severity                      | character varying           | YES         | 'medium'::character varying                                |
| public       | store_alerts                    | title                         | character varying           | NO          | null                                                       |
| public       | store_alerts                    | message                       | text                        | NO          | null                                                       |
| public       | store_alerts                    | is_resolved                   | boolean                     | YES         | false                                                      |
| public       | store_alerts                    | resolved_at                   | timestamp with time zone    | YES         | null                                                       |
| public       | store_alerts                    | resolved_by                   | character varying           | YES         | null                                                       |
| public       | store_alerts                    | metadata                      | jsonb                       | YES         | '{}'::jsonb                                                |
| public       | store_alerts                    | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | store_config_history            | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_config_history            | store_id                      | character varying           | YES         | null                                                       |
| public       | store_config_history            | config_key                    | character varying           | NO          | null                                                       |
| public       | store_config_history            | old_value                     | jsonb                       | YES         | null                                                       |
| public       | store_config_history            | new_value                     | jsonb                       | NO          | null                                                       |
| public       | store_config_history            | changed_by                    | character varying           | YES         | null                                                       |
| public       | store_config_history            | change_reason                 | text                        | YES         | null                                                       |
| public       | store_config_history            | timestamp                     | timestamp with time zone    | YES         | now()                                                      |
| public       | store_config_history            | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | store_deployments               | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_deployments               | store_id                      | character varying           | YES         | null                                                       |
| public       | store_deployments               | model_version                 | character varying           | NO          | null                                                       |
| public       | store_deployments               | model_id                      | integer                     | YES         | null                                                       |
| public       | store_deployments               | deployed_at                   | timestamp with time zone    | YES         | now()                                                      |
| public       | store_deployments               | status                        | character varying           | YES         | 'deployed'::character varying                              |
| public       | store_deployments               | deployment_method             | character varying           | YES         | 'http'::character varying                                  |
| public       | store_deployments               | deployment_log                | jsonb                       | YES         | '{}'::jsonb                                                |
| public       | store_deployments               | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | store_inventory                 | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_inventory                 | store_id                      | text                        | NO          | null                                                       |
| public       | store_inventory                 | part_id                       | text                        | NO          | null                                                       |
| public       | store_inventory                 | part_name                     | text                        | NO          | null                                                       |
| public       | store_inventory                 | quantity                      | integer                     | YES         | 0                                                          |
| public       | store_inventory                 | min_threshold                 | integer                     | YES         | 5                                                          |
| public       | store_inventory                 | max_threshold                 | integer                     | YES         | 100                                                        |
| public       | store_inventory                 | last_updated                  | timestamp with time zone    | YES         | now()                                                      |
| public       | store_performance               | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_performance               | store_id                      | character varying           | YES         | null                                                       |
| public       | store_performance               | accuracy                      | numeric                     | YES         | null                                                       |
| public       | store_performance               | fps                           | numeric                     | YES         | null                                                       |
| public       | store_performance               | memory_usage                  | integer                     | YES         | null                                                       |
| public       | store_performance               | cpu_usage                     | numeric                     | YES         | null                                                       |
| public       | store_performance               | gpu_usage                     | numeric                     | YES         | null                                                       |
| public       | store_performance               | detection_count               | integer                     | YES         | 0                                                          |
| public       | store_performance               | error_count                   | integer                     | YES         | 0                                                          |
| public       | store_performance               | timestamp                     | timestamp with time zone    | YES         | now()                                                      |
| public       | store_performance               | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | store_performance               | avg_processing_time           | integer                     | YES         | null                                                       |
| public       | store_performance               | total_processed               | integer                     | YES         | 0                                                          |
| public       | store_system_logs               | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_system_logs               | store_id                      | character varying           | YES         | null                                                       |
| public       | store_system_logs               | level                         | character varying           | NO          | null                                                       |
| public       | store_system_logs               | message                       | text                        | NO          | null                                                       |
| public       | store_system_logs               | component                     | character varying           | YES         | null                                                       |
| public       | store_system_logs               | metadata                      | jsonb                       | YES         | '{}'::jsonb                                                |
| public       | store_system_logs               | timestamp                     | timestamp with time zone    | YES         | now()                                                      |
| public       | store_system_logs               | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | store_update_logs               | id                            | uuid                        | NO          | gen_random_uuid()                                          |
| public       | store_update_logs               | store_id                      | character varying           | YES         | null                                                       |
| public       | store_update_logs               | status                        | character varying           | NO          | null                                                       |
| public       | store_update_logs               | model_version                 | character varying           | NO          | null                                                       |
| public       | store_update_logs               | previous_version              | character varying           | YES         | null                                                       |
| public       | store_update_logs               | error                         | text                        | YES         | null                                                       |
| public       | store_update_logs               | deployment_package            | jsonb                       | YES         | '{}'::jsonb                                                |
| public       | store_update_logs               | timestamp                     | timestamp with time zone    | YES         | now()                                                      |
| public       | store_update_logs               | created_at                    | timestamp with time zone    | YES         | now()                                                      |
| public       | stores                          | id                            | character varying           | NO          | null                                                       |
| public       | stores                          | name                          | character varying           | NO          | null                                                       |
| public       | stores                          | location                      | character varying           | YES         | null                                                       |
| public       | stores                          | contact                       | character varying           | YES         | null                                                       |
| public       | stores                          | status                        | character varying           | YES         | 'active'::character varying                                |
| public       | stores                          | config                        | jsonb                       | YES         | '{}'::jsonb                                                |
